ID,Country,Fulfill Via,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Brand,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
858,Tanzania,Direct Drop,Air,2009-04-21,2009-04-21,2009-04-21,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",Atripla,Tablet - FDC,30,50000.0,2520000.0,50.4,1.68,"MSD, Haarlem, NL",Yes,4093.0,9339.0,4939.2
914,Côte D'Ivoire,Direct Drop,Air,2009-03-02,2009-03-02,2009-03-02,ANTM,Malaria,IDA FOUNDATION,"Quinine 600mg/2ml (as dihydrochloride), injection, 2ml x 100 Ampules",Generic,Injection,100,140.0,2731.4,19.51,0.2,Gland Pharma Ltd Pally Factory,Yes,5209.0,25405.22,5.35
937,Mozambique,Direct Drop,Air,2009-03-23,2009-03-23,2009-03-23,HRDT,Hiv Test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Uni-Gold,Test kit,20,5700.0,182400.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1906.0,23914.8,357.5
960,Vietnam,Direct Drop,Air,2009-04-10,2009-04-10,2009-04-10,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,5964.0,51350.04,8.61,-0.14,"Aurobindo Unit III, India",Yes,3509.0,12835.2,100.65
961,Vietnam,Direct Drop,Air,2009-04-10,2009-04-10,2009-04-10,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Generic,Tablet,60,21000.0,50400.0,2.4,0.04,"Aurobindo Unit III, India",No,,,98.78
962,Vietnam,Direct Drop,Air,2009-03-23,2009-03-23,2009-03-23,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,10560.0,72864.0,6.9,0.12,"Cipla, Goa, India",Yes,924.0,4225.93,142.81
979,Vietnam,Direct Drop,Air,2009-03-16,2009-03-16,2009-03-16,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,2352.0,20250.72,8.61,0.14,"Aurobindo Unit III, India",Yes,211.0,892.5,39.69
985,Tanzania,Direct Drop,Air,2009-05-28,2009-05-28,2009-05-28,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Kaletra,Oral solution,300,524.0,21536.4,41.1,0.14,ABBVIE (Abbott) Logis. UK,Yes,644.0,6668.61,42.21
986,Tanzania,Direct Drop,Air,2009-05-04,2009-05-04,2009-05-04,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Generic,Tablet,60,2094.0,21526.32,10.28,0.17,ABBVIE Ludwigshafen Germany,Yes,237.0,,42.19
993,Rwanda,Direct Drop,Air,2009-04-28,2009-04-28,2009-04-28,HRDT,Hiv Test,Premier Medical Corporation Ltd.,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests",First Response,Test kit,30,8249.0,185602.5,22.5,0.75,Premier Med. Corp Ltd. India,Yes,2800.0,12595.81,363.78
1037,Nigeria,Direct Drop,Air,2009-09-30,2009-09-30,2009-09-30,ARV,Adult,BRISTOL-MYERS SQUIBB,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Videx EC,Delayed-release capsules - blister,30,200.0,4734.0,23.67,0.79,"BMS Meymac, France",Yes,11.0,463.0,9.28
1046,Haiti,Direct Drop,Air,2009-03-31,2009-03-31,2009-03-31,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Videx,Chewable/dispersible tablet,60,80.0,760.0,9.5,0.16,"BMS Meymac, France",Yes,43.0,260.0,1.49
1047,Haiti,Direct Drop,Air,2009-03-31,2009-03-31,2009-03-31,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml",Videx,Powder for oral solution,200,32.0,402.88,12.59,0.06,"BMS Meymac, France",No,,,0.79
1048,Haiti,Direct Drop,Air,2009-04-15,2009-04-15,2009-04-15,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Generic,Tablet,60,46.0,472.88,10.28,0.17,ABBVIE Ludwigshafen Germany,Yes,10.0,893.22,0.93
1063,South Africa,Direct Drop,Air,2009-03-31,2008-12-02,2008-12-02,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,3025.0,47522.75,15.71,0.52,"Aurobindo Unit III, India",Yes,,,93.14
1065,South Africa,Direct Drop,Air,2009-04-07,2008-12-03,2008-12-03,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,3500.0,49840.0,14.24,0.47,"Cipla, Goa, India",Yes,,,97.69
1066,South Africa,Direct Drop,Air,2009-04-07,2008-12-03,2008-12-03,ARV,Pediatric,S. BUYS WHOLESALER,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Generic,Oral solution,240,1008.0,3588.48,3.56,0.01,"Aurobindo Unit III, India",No,,,7.03
1067,South Africa,Direct Drop,Air,2009-05-05,2008-12-23,2008-12-23,ARV,Pediatric,S. BUYS WHOLESALER,"Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",Zerit,Powder for oral solution,200,960.0,1152.0,1.2,0.01,"BMS Meymac, France",Yes,,,2.26
1068,South Africa,Direct Drop,Air,2009-05-12,2008-12-30,2008-12-30,ARV,Pediatric,,"Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",Epivir,Oral solution,240,1800.0,10512.0,5.84,0.02,GSK Mississauga (Canada),Yes,,,20.6
1070,South Africa,Direct Drop,Air,2009-03-31,2008-11-21,2008-11-21,ARV,Adult,S. BUYS WHOLESALER,"Stavudine 30mg, capsules, 60 Caps",Generic,Capsule,60,1200.0,3384.0,2.82,0.05,"Aurobindo Unit III, India",Yes,,,6.63
1077,South Africa,Direct Drop,Air,2009-06-25,2009-04-21,2009-04-21,ARV,Pediatric,S. BUYS WHOLESALER,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Generic,Oral solution,240,346.0,1954.9,5.65,0.02,"Aurobindo Unit III, India",Yes,,,3.83
1078,South Africa,Direct Drop,Truck,2009-06-25,2009-06-05,2009-06-05,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 50mg, capsule, 30 Caps",Generic,Capsule,30,5300.0,16642.0,3.14,0.1,"Aurobindo Unit III, India",Yes,,,32.62
1079,South Africa,Direct Drop,Air,2009-06-25,2009-06-17,2009-06-17,ARV,Pediatric,S. BUYS WHOLESALER,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Generic,Oral solution,240,342.0,1932.3,5.65,0.02,"Aurobindo Unit III, India",Yes,,,3.79
1080,South Africa,Direct Drop,Truck,2009-08-19,2009-08-19,2009-08-19,ARV,Adult,S. BUYS WHOLESALER,"Stavudine 15mg [Zerit], capsules, 60 Caps",Zerit,Capsule,60,2700.0,10665.0,3.95,0.07,"BMS Meymac, France",Yes,,,20.9
1084,South Africa,Direct Drop,Air,2009-06-25,2009-04-14,2009-04-14,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,Tablet,120,3735.0,134385.3,35.98,0.3,ABBVIE Ludwigshafen Germany,Yes,,,263.4
1085,South Africa,Direct Drop,Air,2009-06-25,2009-04-29,2009-04-29,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",Retrovir,Tablet,60,6000.0,80640.0,13.44,0.22,GSK Aranda,Yes,,,158.05
1086,South Africa,Direct Drop,Air,2009-06-25,2009-04-20,2009-04-20,ARV,Adult,S. BUYS WHOLESALER,"Stavudine 30mg, capsules, 60 Caps",Generic,Capsule,60,11672.0,35016.0,3.0,0.05,"Aurobindo Unit III, India",Yes,,,68.63
1095,Botswana,Direct Drop,Air,2009-11-13,2009-11-13,2009-11-13,HRDT,Hiv Test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",OraQuick,Test kit,100,20.0,7000.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,48.0,1172.11,13.72
1109,Côte D'Ivoire,Direct Drop,Air,2009-06-30,2009-06-30,2009-06-30,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,Tablet,120,10240.0,420864.0,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,2523.0,14806.48,824.89
1110,Côte D'Ivoire,Direct Drop,Air,2009-07-22,2009-07-22,2009-07-22,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Norvir,Capsule,336,400.0,15344.0,38.36,0.11,ABBVIE (Abbott) Logis. UK,Yes,175.0,7642.97,30.07
1111,South Africa,Direct Drop,Truck,2009-07-31,2009-04-21,2009-04-21,ARV,Pediatric,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Kaletra,Oral solution,300,30.0,1080.0,36.0,0.12,ABBVIE (Abbott) Logis. UK,Yes,,,2.12
1114,South Africa,Direct Drop,Truck,2009-05-15,2009-04-17,2009-04-17,ARV,Adult,S. BUYS WHOLESALER,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Truvada,Tablet - FDC,30,80.0,2816.0,35.2,1.17,"Aspen-OSD, Port Elizabeth, SA",Yes,,,5.52
1115,South Africa,Direct Drop,Truck,2009-05-15,2009-04-23,2009-04-23,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg, tablets, 60 Tabs",Generic,Tablet,60,1000.0,19770.0,19.77,0.33,"Aurobindo Unit III, India",Yes,,3134.85,38.75
1122,Haiti,Direct Drop,Air,2009-09-16,2009-09-16,2009-09-16,HRDT,Hiv Test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",OraQuick,Test kit,100,60.0,21000.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,144.0,3128.19,41.16
1134,Kenya,Direct Drop,Air,2009-07-10,2009-07-10,2009-07-10,HRDT,Hiv Test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,Test kit,100,7500.0,600000.0,80.0,0.8,Inverness Japan,Yes,2215.0,16835.31,1176.0
1140,Nigeria,Direct Drop,Air,2009-08-18,2009-08-18,2009-08-18,HRDT,Hiv Test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,Test kit,100,6395.0,511600.0,80.0,0.8,Inverness Japan,Yes,1915.0,24514.33,1002.74
1156,Rwanda,Direct Drop,Air,2009-07-25,2009-07-25,2009-07-25,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,55356.0,386384.88,6.98,0.23,Hetero Unit III Hyderabad IN,Yes,4482.0,37404.74,757.31
1162,Côte D'Ivoire,Direct Drop,Air,2009-09-15,2009-09-15,2009-09-15,HRDT,Hiv Test,BIO-RAD LABORATORIES (FRANCE),"HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests",Genie,Test kit,40,1000.0,110000.0,110.0,2.75,Bio-Rad Laboratories,Yes,1101.0,8074.03,215.6
1179,Vietnam,Direct Drop,Air,2009-07-17,2009-07-17,2009-07-17,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Norvir,Capsule,336,8.0,613.76,76.72,0.23,ABBVIE (Abbott) France,Yes,48.0,3366.04,1.2
1183,Vietnam,Direct Drop,Air,2009-07-10,2009-07-10,2009-07-10,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,3500.0,39025.0,11.15,0.19,"Aurobindo Unit III, India",Yes,1804.0,6341.88,76.49
1196,Botswana,Direct Drop,Air,2009-06-12,2009-07-10,2009-07-10,HRDT,Hiv Test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",OraQuick,Test kit,100,5.0,1750.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,12.0,684.42,3.43
1198,Namibia,Direct Drop,Air,2009-09-01,2009-09-01,2009-09-01,HRDT,Hiv Test,"Orgenics, Ltd","HIV 1/2, Clearview Complete Kit, 25 Tests",Clearview,Test kit,25,67.0,5025.0,75.0,3.0,Chembio Diagnostics Sys. Inc.,Yes,48.0,401.97,9.85
1213,Vietnam,Direct Drop,Air,2009-07-28,2009-07-28,2009-07-28,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Videx,Chewable/dispersible tablet,60,400.0,2800.0,7.0,0.12,"BMS Meymac, France",Yes,148.0,14.36,5.49
1215,Namibia,Direct Drop,Air,2009-06-29,2009-06-29,2009-06-29,HRDT,Hiv Test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Uni-Gold,Test kit,20,220.0,7040.0,32.0,1.6,"Trinity Biotech, Plc",Yes,79.0,1736.18,13.8
1221,South Africa,Direct Drop,Truck,2009-07-28,2009-07-28,2009-07-28,ARV,Adult,S. BUYS WHOLESALER,"Ritonavir 100mg [Norvir], capsules, cool, 84 Caps",Norvir,Capsule,84,50.0,490.0,9.8,0.12,ABBVIE (Abbott) Logis. UK,Yes,,,0.96
1222,South Africa,Direct Drop,Truck,2009-10-12,2009-08-05,2009-08-05,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg, tablets, 60 Tabs",Generic,Tablet,60,5000.0,41300.0,8.26,0.14,"Aurobindo Unit III, India",Yes,,,80.95
1223,South Africa,Direct Drop,Truck,2009-10-12,2009-07-28,2009-07-28,ARV,Pediatric,S. BUYS WHOLESALER,"Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",Epivir,Oral solution,240,460.0,2838.2,6.17,0.03,GSK Mississauga (Canada),Yes,,,5.56
1245,Côte D'Ivoire,Direct Drop,Air,2006-06-27,2006-06-27,2006-06-27,HRDT,Hiv Test,BIO-RAD LABORATORIES (FRANCE),"HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests",Genie,Test kit,40,147.0,11076.45,75.35,1.88,Bio-Rad Laboratories,Yes,165.0,1816.57,
1357,Vietnam,Direct Drop,Air,2007-10-02,2007-10-02,2007-10-02,ARV,Pediatric,Aurobindo Pharma Limited,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Generic,Oral solution,240,1000.0,2100.0,2.1,0.01,"Aurobindo Unit III, India",No,,,3.36
1246,Côte D'Ivoire,Direct Drop,Air,2006-07-14,2006-07-14,2006-07-14,HRDT,Hiv Test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",OraQuick,Test kit,100,6.0,2400.0,400.0,4.0,"Pacific Biotech, Thailand",Yes,15.0,1039.5,
1251,Vietnam,Direct Drop,Air,2006-11-16,2006-11-16,2006-11-16,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Videx,Chewable/dispersible tablet,60,2800.0,19600.0,7.0,0.12,"BMS Meymac, France",Yes,555.0,3292.15,
1262,Haiti,Direct Drop,Air,2006-11-09,2006-11-09,2006-11-09,HRDT,Hiv Test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",OraQuick,Test kit,100,15.0,6000.0,400.0,4.0,"Pacific Biotech, Thailand",Yes,36.0,1195.29,
1279,Zimbabwe,Direct Drop,Air,2006-11-07,2006-11-07,2006-11-07,ARV,Adult,INTERNATIONAL HEALTHCARE DISTRIBUTORS,"Lopinavir/Ritonavir 133.3/33.3mg [Kaletra], capsules, cool, 2 x 90 Caps",Kaletra,Capsule,180,260.0,11096.8,42.68,0.24,ABBVIE (Abbott) St. P'burg USA,Yes,135.0,,
1281,Nigeria,Direct Drop,Air,2006-12-07,2006-12-07,2006-12-07,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Generic,Tablet,60,894.0,2994.9,3.35,0.06,"Aurobindo Unit III, India",Yes,479.0,4861.14,
85356,South Sudan,From RDC,Air,2013-04-30,2013-04-24,2013-04-24,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Generic,Tablet - FDC,30,1278.0,13444.56,10.52,0.35,Hetero Unit III Hyderabad IN,No,,,16.63
1282,Vietnam,Direct Drop,Air,2007-03-14,2007-03-14,2007-03-14,ARV,Adult,CIPLA LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,25100.0,276100.0,11.0,0.18,"Cipla, Goa, India",Yes,2575.0,18772.94,
1283,Vietnam,Direct Drop,Air,2007-03-14,2007-03-14,2007-03-14,ARV,Adult,STRIDES ARCOLAB LIMITED,"Stavudine 30mg, capsules, 60 Caps",Generic,Capsule,60,95500.0,144205.0,1.51,0.03,"Strides, Bangalore, India.",Yes,9170.0,42453.21,
1285,Guyana,Direct Drop,Air,2006-12-29,2006-12-29,2006-12-29,HRDT,Hiv Test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Uni-Gold,Test kit,20,900.0,36000.0,40.0,2.0,"Trinity Biotech, Plc",Yes,316.0,4989.87,
1295,Mozambique,Direct Drop,Air,2007-02-15,2007-02-15,2007-02-15,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,Tablet,120,80.0,3288.0,41.1,0.34,ABBSP,Yes,25.0,,
1298,Vietnam,Direct Drop,Air,2007-05-12,2007-05-12,2007-05-12,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,70000.0,525000.0,7.5,0.12,"Cipla, Goa, India",Yes,6813.0,31858.09,
1299,Rwanda,Direct Drop,Air,2007-02-27,2007-02-27,2007-02-27,ARV,Adult,CIPLA LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,71577.0,1087970.4,15.2,0.51,"Cipla, Goa, India",No,,,
1300,Rwanda,Direct Drop,Air,2007-02-27,2007-02-27,2007-02-27,ARV,Adult,CIPLA LIMITED,"Abacavir 300mg, tablets, 60 Tabs",Generic,Tablet,60,5605.0,202340.5,36.1,0.6,"Cipla, Patalganga, India",No,,,
1303,Ethiopia,Direct Drop,Air,2006-12-28,2006-12-28,2006-12-28,HRDT,Hiv Test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,Test kit,100,200.0,16000.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,,,
1306,Vietnam,Direct Drop,Air,2007-08-24,2007-08-24,2007-08-24,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,25000.0,187500.0,7.5,0.12,"Cipla, Goa, India",Yes,2348.0,21439.59,300.0
1307,Nigeria,Direct Drop,Air,2007-03-15,2007-03-30,2007-03-30,HRDT,Hiv Test,BIO-RAD LABORATORIES (FRANCE),"HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests",Genie,Test kit,40,375.0,28500.0,76.0,1.9,Bio-Rad Laboratories,Yes,402.0,4445.75,
1309,Ethiopia,Direct Drop,Air,2007-01-15,2007-01-15,2007-01-15,HRDT,Hiv Test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,Test kit,100,4650.0,372000.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,1707.0,24859.45,
1337,Côte D'Ivoire,Direct Drop,Air,2007-10-23,2007-10-23,2007-10-23,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Videx,Chewable/dispersible tablet,60,1577.0,14981.5,9.5,0.16,"BMS Meymac, France",Yes,306.0,,23.97
1347,Nigeria,Direct Drop,Air,2007-09-07,2007-09-07,2007-09-07,HRDT,Hiv Test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,Test kit,100,3500.0,280000.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,1194.0,5858.57,448.0
1350,Côte D'Ivoire,Direct Drop,Air,2007-10-02,2007-10-02,2007-10-02,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Videx,Chewable/dispersible tablet,60,4270.0,40565.0,9.5,0.16,"BMS Meymac, France",No,,,64.9
1356,Vietnam,Direct Drop,Air,2007-10-02,2007-10-02,2007-10-02,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Generic,Oral suspension,240,1000.0,1920.0,,0.01,"Aurobindo Unit III, India",Yes,960.0,13762.41,3.07
1357,Vietnam,Direct Drop,Air,2007-10-02,2007-10-02,2007-10-02,ARV,Pediatric,Aurobindo Pharma Limited,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Generic,Oral solution,240,1000.0,2100.0,2.1,0.01,"Aurobindo Unit III, India",No,,,3.36
1358,Vietnam,Direct Drop,Air,2007-10-15,2007-10-15,2007-10-15,ARV,Pediatric,Aurobindo Pharma Limited,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Generic,Oral solution,240,1000.0,2100.0,2.1,0.01,"Aurobindo Unit III, India",No,,,3.36
1359,Vietnam,Direct Drop,Air,2007-10-15,2007-10-15,2007-10-15,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,Tablet - FDC,60,3000.0,40500.0,13.5,0.22,"Aurobindo Unit III, India",Yes,332.0,4454.62,64.8
1360,Vietnam,Direct Drop,Air,2007-11-23,2007-11-23,2007-11-23,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,22500.0,277425.0,12.33,0.41,"Aurobindo Unit III, India",Yes,1955.0,16095.39,443.88
1361,Vietnam,Direct Drop,Air,2007-08-27,2007-08-27,2007-08-27,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,Tablet,120,500.0,41095.0,82.19,0.68,ABBVIE Ludwigshafen Germany,Yes,117.0,1767.38,65.75
1383,Tanzania,Direct Drop,Air,2007-09-19,2007-09-19,2007-09-19,HRDT,Hiv Test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",Bioline,Test kit,25,10000.0,200000.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,3336.0,25165.3,320.0
1502,Rwanda,Direct Drop,Air,2008-01-28,2008-01-28,2008-01-28,ARV,Adult,ASPEN PHARMACARE,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Viread,Tablet,30,1609.0,27353.0,17.0,0.57,"Aspen-OSD, Port Elizabeth, SA",Yes,157.0,7922.24,43.76
1512,South Africa,Direct Drop,,2008-01-29,2008-01-29,2008-01-29,ARV,Pediatric,"JSI R&T INSTITUTE, INC.","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Kaletra,Oral solution,300,30.0,1447.8,48.26,0.16,ABBVIE (Abbott) Logis. UK,No,,,2.32
1513,South Africa,Direct Drop,,2008-01-29,2008-01-29,2008-01-29,ARV,Adult,"JSI R&T INSTITUTE, INC.","Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Videx EC,Delayed-release capsules - blister,30,100.0,2850.0,28.5,0.95,"BMS Meymac, France",No,,,4.56
1519,Vietnam,Direct Drop,Air,2008-03-28,2008-03-28,2008-03-28,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Norvir,Capsule,336,100.0,18333.0,183.33,0.55,ABBVIE (Abbott) Logis. UK,Yes,337.0,2535.4,29.33
1527,Nigeria,Direct Drop,Air,2008-01-21,2008-01-21,2008-01-21,HRDT,Hiv Test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",Stat-Pak,Test kit,20,10000.0,270000.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,Yes,3336.0,28002.75,432.0
1529,Rwanda,Direct Drop,Air,2008-01-28,2008-01-28,2008-01-28,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Abacavir 300mg, tablets, 60 Tabs",Generic,Tablet,60,1099.0,30222.5,27.5,0.46,Mylan (formerly Matrix) Nashik,Yes,113.0,1511.25,48.36
1530,Vietnam,Direct Drop,Air,2008-02-01,2008-02-01,2008-02-01,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 20mg, capsules, 60 Caps",Generic,Capsule,60,1200.0,2100.0,1.75,0.03,"Aurobindo Unit III, India",Yes,125.0,2429.85,3.36
1531,Kazakhstan,Direct Drop,Air,2007-12-27,2007-12-27,2007-12-27,HRDT,Hiv Test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",OraQuick,Test kit,100,50.0,17500.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,,,28.0
1549,Nigeria,Direct Drop,Air,2008-02-05,2008-02-05,2008-02-05,HRDT,Hiv Test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",Determine,Test kit,100,650.0,51993.5,79.99,0.8,Inverness Japan,Yes,148.0,2577.27,83.19
1587,South Africa,Direct Drop,,2008-01-21,2008-01-04,2008-01-04,ARV,Adult,"JSI R&T INSTITUTE, INC.","Stavudine 20mg [Zerit], capsules, 60 Caps",Zerit,Capsule,60,100.0,573.0,5.73,0.1,"BMS Meymac, France",No,,,0.92
